title,price,brand,type,transmission,milage,fuel,location,url
honda brio satya (2017),Rp 137.000.000,honda,1.2 E Bensin,Automatic,70.000-75.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-e-bensin-mt-2017-iid-865654500
honda brio satya (2015),Rp 118.000.000,honda,1.2 S Bensin,Manual,15.000-20.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-e-bensin-mt-2017-iid-865654500
honda brio satya (2017),Rp 126.000.000,honda,1.2 E Bensin,Manual,75.000-80.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-e-bensin-mt-2017-iid-865654500
honda brio satya (2017),Rp 126.000.000,honda,1.2 E Bensin,Manual,75.000-80.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-e-bensin-mt-2017-iid-865654500
honda brio satya (2021),Rp 170.000.000,honda,1.2 E Bensin,Automatic,5.000-10.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-e-bensin-mt-2017-iid-865654500
honda brio satya (2021),Rp 170.000.000,honda,1.2 E Bensin,Manual,5.000-10.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-e-bensin-mt-2017-iid-865654500
honda brio satya (2017),Rp 123.000.000,honda,1.2 E Bensin,Manual,45.000-50.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-e-bensin-mt-2017-iid-865654500
honda brio (2016),Rp 139.000.000,honda,1.2 RS Bensin,Automatic,75.000-80.000 Km,Bensin,"Pademangan, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio (2018),Rp 159.000.000,honda,1.2 E Bensin,Automatic,30.000-35.000 Km,Bensin,"Jl. Inspeksi Tarum Bar. No.33, RT.3/RW.10, Cipinang Melayu, Kecamatan Makasar, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio (2019),Rp 144.000.000,honda,1.2 Satya E Bensin,Automatic,10.000-15.000 Km,Bensin,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio (2018),Rp 148.000.000,honda,1.2 Satya E Bensin,Automatic,30.000-35.000 Km,Bensin,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2018),Rp 125.000.000,honda,1.2 E Bensin,,,,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2015),Rp 118.000.000,honda,1.2 S Bensin,Manual,15.000-20.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2017),Rp 126.000.000,honda,1.2 E Bensin,Manual,75.000-80.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio (2014),Rp 119.000.000,honda,1.2 E Bensin,Automatic,70.000-75.000 Km,Bensin,"Mall Tamini Square. Jl Taman Mini 1 No.1, Pinang Ranti, Makasar, Mall Tamini Square, Jakarta Timur, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2017),Rp 126.000.000,honda,1.2 E Bensin,Manual,75.000-80.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio (2019),Rp 175.000.000,honda,1.2 RS Bensin,Automatic,10.000-15.000 Km,Bensin,"Cilandak, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio (2019),Rp 175.000.000,honda,1.2 RS Bensin,Automatic,10.000-15.000 Km,Bensin,"Kebon Jeruk, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2017),Rp 123.000.000,honda,1.2 E Bensin,Manual,45.000-50.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2015),Rp 118.000.000,honda,1.2 S Bensin,Manual,15.000-20.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2017),Rp 137.000.000,honda,1.2 E Bensin,Automatic,70.000-75.000 Km,Bensin,,https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2017),Rp 137.000.000,honda,1.2 E Bensin,Automatic,70.000-75.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio (2012),Rp 109.000.000,honda,1.3 S Bensin,,,,"Pulo Gadung, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
,,honda,,,,,,https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
,,honda,,,,,,https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2017),Rp 137.000.000,honda,1.2 E Bensin,Automatic,70.000-75.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2015),Rp 118.000.000,honda,1.2 S Bensin,Manual,15.000-20.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-satya-12-s-bensin-mt-2015-iid-866199740
honda brio satya (2021),Rp 175.000.000,honda,1.2 E Bensin,Automatic,5.000-10.000 Km,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2021),Rp 189.000.000,honda,1.2 RS Bensin,Automatic,30.000-35.000 Km,Bensin,"Setia Budi, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio satya (2017),Rp 137.000.000,honda,1.2 E Bensin,Automatic,70.000-75.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio satya (2015),Rp 118.000.000,honda,1.2 S Bensin,Manual,15.000-20.000 Km,Bensin,"Pejaten Village Mall P-5, Jl. Warung Jati Barat, RT.1/RW.5, Jati Padang, Kecamatan Pasar Minggu, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2012),Rp 103.000.000,honda,1.3 E Bensin,,,,"Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2015),Rp 125.000.000,honda,1.2 E Bensin,,,,"Makasar, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2020),Rp 163.500.000,honda,1.2 E Bensin,,,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2021),Rp 187.000.000,honda,RS 1.2,,,,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2021),Rp 187.000.000,honda,RS 1.2,,,,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2014),Rp 105.000.000,honda,1.2 E Bensin,Automatic,85.000-90.000 Km,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2019),Rp 185.000.000,honda,RS 1.2,Automatic,15.000-20.000 Km,Bensin,"Kramat Jati, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio (2019),Rp 168.000.000,honda,1.2 E Bensin,,,,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio satya (2020),Rp 163.000.000,honda,1.2 E Bensin,Otomatis,19491 Km,Bensin,"Jl Cut Mutia no.3B RT 003/RW 001, Bekasi Timur, Kecamatan Rawalumbu, Bekasi, Jawa baratDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio satya (2019),Rp 168.000.000,honda,1.2 E Bensin,,,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-e-2019-at-km-22600-full-original-iid-866467690
honda brio satya (2021),Rp 175.000.000,honda,1.2 E Bensin,Automatic,5.000-10.000 Km,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2017),Rp 137.000.000,honda,1.2 E Bensin,Automatic,70.000-75.000 Km,Bensin,"Penjaringan, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2013),Rp 235.000.000,honda,1.3 Bensin,Manual,5.000-10.000 Km,Bensin,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2014),Rp 105.000.000,honda,1.2 E Bensin,Automatic,85.000-90.000 Km,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2019),Rp 168.000.000,honda,1.2 E Bensin,,,,"Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2020),Rp 163.000.000,honda,1.2 E Bensin,Otomatis,19491 Km,Bensin,"Jl Cut Mutia no.3B RT 003/RW 001, Bekasi Timur, Kecamatan Rawalumbu, Bekasi, Jawa baratDapatkan petunjuk",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2019),Rp 168.000.000,honda,1.2 E Bensin,,,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2018),Rp 127.000.000,honda,1.2 E Bensin,Manual,90.000-95.000 Km,Bensin,"Carsworld Building, Lengkong Gudang, Serpong, Kecamatan Serpong, BSD, BantenDapatkan petunjuk",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2018),Rp 127.000.000,honda,1.2 E Bensin,,,,"Senen, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
,,honda,,,,,,https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
,,honda,,,,,,https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2017),Rp 139.000.000,honda,1.2 RS Bensin,Automatic,45.000-50.000 Km,Bensin,"Tebet, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2012),Rp 99.000.000,honda,1.3 E Bensin,Manual,80.000-85.000 Km,Bensin,"Jl. Raya Kranggan No.18, RT.001/RW.006, Jatiraden, Kec. Jatisampurna, Kota Bks, Jawa Barat 17433, Indonesia, Jatisampurna, Kecamatan Jatisampurna, Bekasi, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2019),Rp 148.000.000,honda,1.2 E Bensin,Manual,10000 Km,Bensin,"Kemayoran, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2019),Rp 163.500.000,honda,1.5 Bensin,Automatic,15.000-20.000 Km,Bensin,"Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
,,honda,,,,,,https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2017),Rp 129.000.000,honda,1.2 E Bensin,Otomatis,50000 Km,Bensin,"Cengkareng, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2017),Rp 145.000.000,honda,1.2 RS Bensin,,,,"Cempaka Putih, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio (2017),Rp 145.000.000,honda,1.2 RS Bensin,,,,"Grogol Petamburan, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
,,honda,,,,,,https://www.olx.co.id/item/knalpot-racing-mobil-yarisfreedjazzbrioavanzaertigaaylasigra-iid-771288874
honda brio satya (2017),Rp 120.000.000,honda,1.2 E Bensin,Manual,85.000-90.000 Km,Bensin,"Jl. Madrasah No.23, RT.7/RW.1, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420, Gandaria Selatan, Kec. Cilandak, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2017),Rp 125.000.000,honda,1.2 RS Bensin,Manual,80.000-85.000 Km,Bensin,"Jl. Madrasah No.23, RT.7/RW.1, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420, Gandaria Selatan, Kec. Cilandak, Jakarta Selatan, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2017),Rp 155.000.000,honda,1.2 RS Bensin,Automatic,15.000-20.000 Km,Bensin,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2018),Rp 165.000.000,honda,1.2 RS Bensin,Automatic,35.000-40.000 Km,Bensin,"Penjaringan, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2016),Rp 105.000.000,honda,1.2 E Bensin,Manual,35.000-40.000 Km,Bensin,"Palmerah, Jakarta Barat, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2018),Rp 158.000.000,honda,1.2 RS Bensin,Automatic,15.000-20.000 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2021),Rp 196.000.000,honda,1.2 RS Bensin,Automatic,5.000-10.000 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2018),Rp 114.000.000,honda,1.2 E Bensin,Manual,42454 Km,Bensin,"Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2017),Rp 128.000.000,honda,1.2 E Bensin,Otomatis,45562 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2021),Rp 169.000.000,honda,1.2 E Bensin,Automatic,10.000-15.000 Km,Bensin,"Johar Baru, Jakarta Pusat, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2015),Rp 114.000.000,honda,1.2 E Bensin,Manual,30.000-35.000 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2014),Rp 119.000.000,honda,1.2 E Bensin,Otomatis,89646 Km,Bensin,"Jl. Cempaka Putih Tengah II No.16, RT.: 01/RW.: 05, Cempaka Putih Timur, Kecamatan Cempaka Putih, Jakarta Pusat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2016),Rp 129.000.000,honda,1.2 E Bensin,Automatic,50.000-55.000 Km,Bensin,"Bursa Mobil Bintaro, Jl. Boulevard B7/B1, Bintaro Jaya Sektor 7, blok A19 dan A25, Pd. Jaya, Kecamatan Pd. Aren, Kecamatan Pondok Aren, Tanggerang Selatan, BantenDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
,,honda,,,,,,https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2018),Rp 158.000.000,honda,1.5 RS Bensin,Automatic,15.000-20.000 Km,Bensin,"Jl. Raden Saleh No.25, RT.5/RW.1, Meruya Utara, Kecamatan Kembangan, Jakarta Barat, DKI JakartaDapatkan petunjuk",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2019),Rp 139.000.000,honda,1.2 E Bensin,,,,"Duren Sawit, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2020),Rp 154.000.000,honda,1.5 E Bensin,Manual,15.000-20.000 Km,Bensin,"Jatinegara, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2016),Rp 125.000.000,honda,1.2 Satya E Bensin,Manual,25.000-30.000 Km,Bensin,"Ciracas, Jakarta Timur, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio (2021),Rp 198.000.000,honda,1.2 RS Bensin,Automatic,10.000-15.000 Km,Bensin,"Kelapa Gading, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/honda-brio-rs-cvt-2021-cash-silver-low-km-pk-2022-iid-866420302
honda brio satya (2017),Rp 131.000.000,honda,1.2 E Bensin,Otomatis,60924 Km,Bensin,"Jl Cut Mutia no.3B RT 003/RW 001, Bekasi Timur, Kecamatan Rawalumbu, Bekasi, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-12-e-bensin-at-2014-merah-iid-863548588
honda brio satya (2020),Rp 153.000.000,honda,1.2 E Bensin,Manual,20458 Km,Bensin,"Jl Cut Mutia no.3B RT 003/RW 001, Bekasi Timur, Kecamatan Rawalumbu, Bekasi, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-12-e-bensin-at-2014-merah-iid-863548588
honda brio satya (2017),Rp 119.000.000,honda,1.2 E Bensin,Manual,46088 Km,Bensin,"Jl Cut Mutia no.3B RT 003/RW 001, Bekasi Timur, Kecamatan Rawalumbu, Bekasi, Jawa BaratDapatkan petunjuk",https://www.olx.co.id/item/olx-autos-honda-brio-12-e-bensin-at-2014-merah-iid-863548588
honda brio satya (2018),Rp 145.000.000,honda,1.2 E Bensin,,,,"Pademangan, Jakarta Utara, Jakarta D.K.I.",https://www.olx.co.id/item/olx-autos-honda-brio-12-e-bensin-at-2014-merah-iid-863548588
